id,uf,idade,sexo,cor_raca,escolaridade,contra_aborto,votou_bolsonato_1t_2018
R_1eDY0NjTIFVkgIZ,SP,35 a 44 anos,Mulher,Branca,Superior,0,0
R_1lbkrWT1dkn3Kkb,AL,45 a 59 anos,Homem,Parda,Superior,0,0
R_Tbx6FH5zRkHjzTH,PE,18 a 24 anos,Homem,Parda,Superior,0,0
R_r8vVqgriUfFcw6t,AM,45 a 59 anos,Homem,Parda,Fundamental,0,1
R_rrNHwWaC5lp5d4J,SP,45 a 59 anos,Mulher,Branca,Superior,0,1
R_envma5YreSlIwQp,RS,35 a 44 anos,Mulher,Branca,Superior,0,1
R_3PcxyqJ5FAstrFj,AM,25 a 34 anos,Mulher,Parda,Médio,1,0
R_2VPGcxVF38GlWjC,PE,18 a 24 anos,Mulher,Parda,Médio,0,1
R_Dougw2gnPDpm2S5,RJ,35 a 44 anos,Mulher,Branca,Superior,0,0
R_1KuK0p0hhAeAIE4,RJ,35 a 44 anos,Mulher,Parda,Médio,0,0
R_3EmN2QnzsUu2kZ6,SP,25 a 34 anos,Mulher,Outras,Fundamental,1,1
R_3JfSkD1rrmzcTha,BA,45 a 59 anos,Mulher,Branca,Superior,0,0
R_111QkJRWfoxaY1p,RJ,45 a 59 anos,Homem,Branca,Superior,0,1
R_p0NF5nVeFFsgtPP,MT,25 a 34 anos,Mulher,Branca,Superior,0,1
R_2CjiBrT9c8BbFvO,SP,18 a 24 anos,Mulher,Branca,Médio,1,1
R_2cnGDESr6oRVuSe,MS,45 a 59 anos,Mulher,Branca,Superior,0,0
R_3POf29e2lZF06Fd,MA,45 a 59 anos,Mulher,Branca,Superior,0,1
R_27D0jySg1U9X0U5,SP,45 a 59 anos,Mulher,Preta,Fundamental,1,0
R_sXO6uOZcGIPgUs9,PR,18 a 24 anos,Homem,Parda,Superior,0,0
R_1dnt74NHoZGikq1,RS,45 a 59 anos,Homem,Branca,Superior,0,1
R_C2NJiqWHHoxgJk5,RJ,25 a 34 anos,Homem,Branca,Médio,0,1
R_2EsFMNKF8vs7zHc,MT,35 a 44 anos,Mulher,Parda,Médio,1,1
R_30dxcbogXSA7jBq,RS,18 a 24 anos,Mulher,Branca,Superior,0,0
R_ac0iGypJpRBtDpL,GO,45 a 59 anos,Mulher,Branca,Superior,0,0
R_2dzoERZ9TDLelHW,SP,45 a 59 anos,Mulher,Preta,Superior,1,0
R_0SMv02XYK3O0nnP,PR,45 a 59 anos,Mulher,Parda,Médio,1,1
R_3oBpbt5erVZRbQi,SP,25 a 34 anos,Mulher,Branca,Superior,0,1
R_29jfR0JaNxA7OFa,SP,45 a 59 anos,Mulher,Parda,Superior,0,0
R_QnS6Z6mTiy1VdK1,RS,18 a 24 anos,Mulher,Parda,Superior,0,0
R_3FPyRSmYcAGvKL1,CE,25 a 34 anos,Mulher,Parda,Superior,1,0
R_1IiyXwPqmIeTE6M,RJ,18 a 24 anos,Mulher,Branca,Médio,0,0
R_1d5Hcoos16m7eJa,PA,18 a 24 anos,Homem,Parda,Médio,0,0
R_ylpIRanJBqo0T29,BA,35 a 44 anos,Mulher,Preta,Superior,0,0
R_2BfAYPAP5l0HtTo,SP,35 a 44 anos,Mulher,Branca,Superior,0,0
R_3dXWhbjTuRBCZ3P,PR,45 a 59 anos,Mulher,Parda,Superior,0,1
R_3J8VybJ8v2Ur96w,PR,35 a 44 anos,Mulher,Branca,Médio,1,1
R_1LwCGOGO7srds55,SP,45 a 59 anos,Mulher,Branca,Médio,0,1
R_sApvBO3lh3RdX8Z,SP,45 a 59 anos,Mulher,Parda,Médio,0,1
R_2ZDoAcJBm9zSUyy,CE,35 a 44 anos,Homem,Parda,Superior,0,0
R_3ptLk8GeUcvLlMt,SP,18 a 24 anos,Mulher,Branca,Superior,1,0
R_RwYV92zUSopZw77,GO,18 a 24 anos,Mulher,Parda,Médio,1,0
R_2VkndmfHDYk3OzG,BA,18 a 24 anos,Mulher,Preta,Médio,0,0
R_2c76Xghb2TsESEV,SP,25 a 34 anos,Mulher,Parda,Médio,1,1
R_2uwZWMZkU548hjK,RS,25 a 34 anos,Mulher,Branca,Médio,0,0
R_2Pj3v7kVKv0nvi3,PB,45 a 59 anos,Mulher,Parda,Médio,1,0
R_0MvXBiH8jzlP7ln,SP,25 a 34 anos,Mulher,Branca,Médio,1,0
R_1mCrJKm6eSFt2wI,SP,25 a 34 anos,Homem,Branca,Superior,0,0
R_25vzGrVBNwiRCjQ,SC,25 a 34 anos,Mulher,Branca,Médio,1,0
R_1jPSc7SbIXpbiul,PA,25 a 34 anos,Homem,Parda,Superior,1,0
R_eCWAxVyd8XwrxiV,SP,60 anos ou mais,Homem,Branca,Superior,0,1
R_3G7cC9yL1tcg5c8,BA,45 a 59 anos,Mulher,Parda,Médio,0,0
R_2CeaRTB8aPH4arr,CE,35 a 44 anos,Homem,Parda,Médio,0,1
R_3ptCINPhRnVL7HV,SP,35 a 44 anos,Homem,Branca,Superior,0,0
R_2DLykoT64XSzmAO,SC,45 a 59 anos,Homem,Branca,Superior,0,0
R_tJVpICvFFt1R8Mp,SP,60 anos ou mais,Homem,Parda,Médio,0,1
R_3Dqmjcb3oP0K8E5,RS,18 a 24 anos,Mulher,Branca,Superior,0,0
R_1F4z3duFg6YgCol,SP,45 a 59 anos,Mulher,Branca,Médio,1,0
R_1pPyI4s5frMkMWT,MG,18 a 24 anos,Mulher,Branca,Superior,0,0
R_3HHONvpaPULdx0B,CE,25 a 34 anos,Homem,Branca,Superior,0,0
R_TcLEktkbkVFhtex,SC,18 a 24 anos,Homem,Parda,Fundamental,1,0
R_Ops9jA4D681c2f7,CE,18 a 24 anos,Mulher,Parda,Médio,1,0
R_BGoxmQJeL2oCzBf,DF,18 a 24 anos,Mulher,Parda,Superior,0,0
R_w6vviTr7JhDsI6d,RJ,35 a 44 anos,Mulher,Branca,Médio,0,0
R_pyCIDM0hDIwc2ZP,MG,25 a 34 anos,Mulher,Branca,Fundamental,0,0
R_BWlJjEK1yWXiLQJ,AM,35 a 44 anos,Mulher,Parda,Médio,1,1
R_A4gYJ9BONCvEVhL,SC,45 a 59 anos,Mulher,Branca,Fundamental,1,0
R_2wv6yrUMgLtumoY,MG,18 a 24 anos,Mulher,Branca,Superior,1,0
R_RaT419SoOppPIKR,SC,18 a 24 anos,Mulher,Branca,Médio,0,1
R_OMSm0QBZSect05j,GO,18 a 24 anos,Mulher,Preta,Superior,0,0
R_1I66HJk3O0dXyAQ,GO,60 anos ou mais,Homem,Branca,Superior,0,1
R_doHteBJZBKvBNbH,SP,45 a 59 anos,Mulher,Parda,Superior,1,0
R_cumEbfVFmmYlT4R,SP,18 a 24 anos,Homem,Preta,Superior,0,1
R_qR8znbVqN8Vd4sx,RN,45 a 59 anos,Homem,Branca,Fundamental,1,0
R_2VxNs3GF0iJeXb5,MG,35 a 44 anos,Homem,Preta,Médio,1,0
R_2xWfzFjbz1Mwrpt,PA,25 a 34 anos,Mulher,Preta,Superior,0,0
R_2Uft5Q7xiUFyHlX,RS,35 a 44 anos,Mulher,Branca,Superior,0,0
R_bCNxXqMwWmekhJT,SP,45 a 59 anos,Mulher,Parda,Médio,1,0
R_2Qs7dQy9gNwxTSk,MG,45 a 59 anos,Mulher,Parda,Superior,0,0
R_3EcyT206Oh1iNe1,CE,25 a 34 anos,Mulher,Branca,Superior,0,0
R_2b2HqpIyPuDNXvL,MG,18 a 24 anos,Mulher,Parda,Fundamental,1,0
R_vdZz9cK8g1SXQlj,CE,18 a 24 anos,Homem,Parda,Superior,1,1
R_2e9zTY20FLvpGnu,BA,35 a 44 anos,Mulher,Branca,Fundamental,0,1
R_3oNLrduUdCXWv64,SP,18 a 24 anos,Mulher,Branca,Superior,0,1
R_YbMgZ0qhOXDhs9X,AL,18 a 24 anos,Homem,Parda,Médio,1,1
R_1EgtKhsaiVdDOme,PE,35 a 44 anos,Mulher,Parda,Superior,0,0
R_1ou6qChhxx5oiBn,SP,45 a 59 anos,Mulher,Branca,Médio,1,0
R_Rem3ggjJLhdxEk1,RN,18 a 24 anos,Homem,Branca,Médio,0,0
R_0prTUSMyO4C8wA9,RS,35 a 44 anos,Homem,Branca,Superior,0,0
R_3dM0jYD60DZEwWM,CE,18 a 24 anos,Mulher,Parda,Superior,0,0
R_1BV0DquMrM84iHT,SP,25 a 34 anos,Mulher,Branca,Médio,1,0
R_3NxMl6cCNrpiiUV,RJ,18 a 24 anos,Mulher,Preta,Superior,0,0
R_afMp7dfxvExdP2N,RJ,35 a 44 anos,Mulher,Parda,Superior,0,0
R_1OBmcyfsp49Q0tq,BA,18 a 24 anos,Homem,Parda,Médio,1,1
R_29uWLMYsHHmXWYt,SP,45 a 59 anos,Mulher,Branca,Superior,0,0
R_2qaYpHTodjf0FNH,SP,45 a 59 anos,Mulher,Branca,Superior,0,0
R_0DLt5IPlDjUjdL3,PE,45 a 59 anos,Homem,Parda,Médio,0,0
R_3Opiv8grHRHHJXb,SP,25 a 34 anos,Homem,Branca,Superior,0,0
R_10uOI8fhjCn4JLr,MA,18 a 24 anos,Homem,Preta,Médio,1,1
R_2o68L8arBZylVg5,BA,45 a 59 anos,Mulher,Outras,Superior,0,0
R_2YocindWW6wmOwv,PE,45 a 59 anos,Mulher,Parda,Médio,1,1
R_wS1Neoinf9jqmPL,SP,45 a 59 anos,Mulher,Parda,Superior,1,0
R_6gJ4f6czDyQALap,SP,45 a 59 anos,Mulher,Branca,Fundamental,0,0
R_2SDKq0fX2B2tD8v,SP,18 a 24 anos,Homem,Parda,Médio,0,0
R_1EhYu1GICc3Zn4r,SP,25 a 34 anos,Homem,Branca,Superior,1,1
R_3hyeQsA4Pb5yNgV,SP,25 a 34 anos,Homem,Branca,Médio,0,1
R_3kn70lDPi9cu4eD,AL,35 a 44 anos,Mulher,Branca,Médio,1,0
R_3Emzp7SX5gpijVe,CE,45 a 59 anos,Homem,Parda,Superior,1,0
R_301Z8AlwGoZnVCE,DF,35 a 44 anos,Mulher,Branca,Médio,1,0
R_3m7PiruF6GfYiFZ,PE,35 a 44 anos,Homem,Preta,Fundamental,1,1
R_2CCxCdU9wZHMFJt,RS,45 a 59 anos,Mulher,Branca,Médio,1,1
R_2QX7KblfD4ZB8Cb,PR,25 a 34 anos,Mulher,Parda,Superior,1,0
R_2V3o7Wnb0LJyhop,MT,18 a 24 anos,Mulher,Branca,Médio,0,0
R_3FVsJoRj94l7qKd,SC,18 a 24 anos,Homem,Branca,Médio,1,0
R_PHZyOj1rbTMYW41,SP,18 a 24 anos,Mulher,Branca,Superior,0,0
R_1Nfx2zrS9Q17Yb9,BA,25 a 34 anos,Homem,Parda,Superior,1,0
R_5bD6k0lmsuYY10Z,MT,18 a 24 anos,Homem,Parda,Médio,1,0
R_2vZjqUfLygO5YAU,SP,35 a 44 anos,Mulher,Parda,Médio,0,0
R_1IzTJgHb7go8BXL,SC,18 a 24 anos,Mulher,Branca,Médio,0,0
R_1FEW0GZUxYeCmGl,AM,18 a 24 anos,Homem,Branca,Superior,0,0
R_1EWiD0BJljZqimu,PE,35 a 44 anos,Homem,Parda,Médio,0,0
R_2xz36jprRSJ70ph,SP,45 a 59 anos,Mulher,Parda,Superior,1,0
R_2duyjTa96gG3cmu,SP,18 a 24 anos,Mulher,Parda,Médio,1,0
R_1gV0vMHk8sAA5ea,SP,18 a 24 anos,Mulher,Parda,Médio,0,0
R_1FDOZzU4KLu3Utu,SP,18 a 24 anos,Mulher,Parda,Superior,0,0
R_3oSGaMdO7tVxeP1,SP,45 a 59 anos,Mulher,Branca,Médio,0,0
R_1n1lXBLssUndOGd,SP,25 a 34 anos,Mulher,Preta,Superior,0,0
R_2y8bmycCddMZYKR,SP,25 a 34 anos,Mulher,Parda,Médio,0,0
R_1H1SEr67bz1RkY2,RO,18 a 24 anos,Mulher,Parda,Médio,0,0
R_Dq7IZrb8YaPTpEl,PR,18 a 24 anos,Homem,Parda,Médio,1,0
R_qO5Nr0whvwrJanv,SP,25 a 34 anos,Mulher,Preta,Médio,0,1
R_3G7dLphic5lQnIm,PB,18 a 24 anos,Homem,Branca,Superior,0,1
R_AAveKoZKef7JUwp,RS,45 a 59 anos,Mulher,Branca,Médio,0,0
R_1I48VPrfCOCTI8H,RS,25 a 34 anos,Mulher,Preta,Médio,1,0
R_2VfnCRBUVoYiI8H,NA,60 anos ou mais,NA,Outras,Superior,1,0
R_3KDRnzvRgZgcHut,SP,45 a 59 anos,Homem,Branca,Superior,0,0
R_xn3F6GpX4lFLkWd,BA,18 a 24 anos,Mulher,Preta,Médio,1,0
R_29tRqrwRkuBbymi,SP,18 a 24 anos,Mulher,Parda,Médio,0,1
R_27fAp1p8OLXZuvH,SC,35 a 44 anos,Mulher,Branca,Superior,0,0
R_3g7XO8EDabDPRNp,RJ,35 a 44 anos,Mulher,Preta,Médio,0,1
R_25trJ7HMM4qQ6Ik,RS,18 a 24 anos,Mulher,Branca,Superior,0,0
R_1NqvBDZ51efWo7G,RS,18 a 24 anos,Mulher,Branca,Médio,1,1
R_3rNI16cvB6WVlyK,SP,35 a 44 anos,Mulher,Branca,Médio,0,0
R_1JQug0EUAyxmO0p,SP,45 a 59 anos,Homem,Branca,Superior,0,1
R_4UG9wGNfyQcWaw9,GO,18 a 24 anos,Homem,Parda,Superior,0,0
R_3L5Bhj4x9FtOPnd,MG,45 a 59 anos,Homem,Branca,Médio,1,1
R_Og6LHkM7GwpmQff,PE,35 a 44 anos,Homem,Branca,Superior,0,0
R_215pazu0P44hvFr,MS,35 a 44 anos,Homem,Branca,Médio,0,0
R_2PjaDwux9ksi5g0,AP,18 a 24 anos,Mulher,Preta,Superior,1,1
R_3J1VfR0OlDxj1eZ,MT,35 a 44 anos,Homem,Preta,Médio,1,0
R_2Y2Gctvf2TSZgOS,MA,18 a 24 anos,Homem,Parda,Superior,0,1
R_8dYMgxZrfrJCRBn,SP,18 a 24 anos,Mulher,Branca,Médio,0,0
R_2xDHmeNBYgJo6CS,GO,25 a 34 anos,Homem,Parda,Superior,0,0
R_6rkcXJQNge7dYYx,BA,45 a 59 anos,Mulher,Outras,Superior,1,1
R_3n2W8Vn9dXifxrR,SP,60 anos ou mais,Homem,Branca,Superior,0,0
R_e3AEln5EzYU2G8p,RJ,45 a 59 anos,Mulher,Branca,Superior,0,0
R_2XhuVWlw4JK6q8d,PE,25 a 34 anos,Mulher,Preta,Fundamental,1,0
R_2dgrVM5oH6prqIN,BA,25 a 34 anos,Mulher,Parda,Superior,0,0
R_8rgAMeBVvFKJnmp,DF,45 a 59 anos,Mulher,Parda,Superior,0,1
R_2S19alVJQ1y4cyZ,RN,60 anos ou mais,Mulher,Branca,Superior,1,0
R_3rYENM5VM8Nc0vC,SP,45 a 59 anos,Mulher,Branca,Médio,0,1
R_3R1Ot3IN8G2H8LJ,BA,18 a 24 anos,Homem,Branca,Médio,0,0
R_2QzXhuqfPGcrfGc,RJ,35 a 44 anos,Homem,Branca,Médio,1,1
R_1nMYpgvC3G1m72C,SP,25 a 34 anos,Homem,Outras,Médio,0,0
R_10BeP7Nr3UkyPHh,PA,18 a 24 anos,Homem,Parda,Médio,1,1
R_24uyZ1Zdj9GurB9,RN,25 a 34 anos,Homem,Parda,Médio,1,1
R_BV55ehnB51aYcMN,RJ,18 a 24 anos,Mulher,Parda,Médio,0,1
R_3MlNX4E7hSzrJEs,RS,45 a 59 anos,Mulher,Branca,Médio,1,1
R_Cgn8B0rSv6Wo9m9,MG,25 a 34 anos,Homem,Branca,Superior,1,0
R_3MQF3SaRQn9pCsN,SC,45 a 59 anos,Homem,Branca,Superior,0,0
R_31u3Y81jN7b3rVl,RS,25 a 34 anos,Mulher,Parda,Médio,1,1
R_1Nai0E2l42JyEGR,RJ,45 a 59 anos,Homem,Branca,Superior,1,1
R_32QqNSOmu9DOL39,PE,25 a 34 anos,Homem,Parda,Médio,1,0
R_1JWRyPNTssDWcRp,SP,45 a 59 anos,Homem,Parda,Médio,0,0
R_2rZql7QblCQbm8A,BA,18 a 24 anos,Homem,Parda,Superior,0,0
R_07iZ6Um31ItJcv7,BA,35 a 44 anos,Homem,Branca,Superior,0,0
R_Ol1DmqglwmxFKlb,PR,18 a 24 anos,Mulher,Branca,Médio,0,0
R_3iJeKRLl4WDOs4C,SP,45 a 59 anos,Mulher,Branca,Fundamental,0,1
R_1DYn91hVxRgmyJa,PE,25 a 34 anos,Mulher,Parda,Superior,0,0
R_3R3F3Qgs1RzZ01t,AL,25 a 34 anos,Mulher,Parda,Superior,1,0
R_p5AvOElpIb2o6Ix,BA,18 a 24 anos,Homem,Parda,Superior,0,1
R_1CdWz6ubKt9oSDQ,PE,45 a 59 anos,Mulher,Outras,Superior,0,0
R_3pbzs5faD4Cyrvo,SP,25 a 34 anos,Mulher,Parda,Médio,1,0
R_vwVsUfeB1YQ7B29,GO,25 a 34 anos,Homem,Parda,Superior,1,1
R_2zC2uzikfkBo7PT,SP,35 a 44 anos,Homem,Parda,Médio,0,0
R_1Hkq3l82keULoCS,PR,18 a 24 anos,Mulher,Branca,Médio,1,0
R_27BD9GTjJ9A81RZ,RS,18 a 24 anos,Mulher,Branca,Médio,0,0
R_2ctJdr2KPAn6Lcf,SP,45 a 59 anos,Homem,Branca,Médio,0,0
R_tM7bjwKZ8hm9I9b,SP,25 a 34 anos,Mulher,Branca,Médio,0,1
R_p6EO5OjQggCcYil,MG,45 a 59 anos,Mulher,Preta,Médio,0,1
R_3fBQ9pYVP8aA0pi,RS,35 a 44 anos,Homem,Parda,Médio,0,0
R_BzAIPJe69IZ0jv3,PR,45 a 59 anos,Mulher,Branca,Superior,0,1
R_Q5ig8UUdAQZTQHf,RJ,25 a 34 anos,Homem,Preta,Superior,0,0
R_2uHVKv09pD5xRZC,AM,25 a 34 anos,Mulher,Parda,Fundamental,1,1
R_3s7D7wIYTDKnKPW,SP,25 a 34 anos,Mulher,Branca,Médio,0,0
R_D167GNsAWrunY0F,SP,45 a 59 anos,Mulher,Branca,Superior,1,1
R_1IYHZidNBBsZCPn,BA,25 a 34 anos,Mulher,Preta,Superior,1,0
R_2TFR4QEoyQbjx5m,RJ,45 a 59 anos,Homem,Branca,Médio,0,1
R_1QAseU0CxfDdhKN,AL,60 anos ou mais,Mulher,Branca,Superior,0,0
R_ToPmPLU2sE0L4MF,SP,25 a 34 anos,Mulher,Parda,Fundamental,1,0
R_3HzwjZkueiaubM3,RS,45 a 59 anos,Homem,Branca,Superior,0,0
R_3PgydgE4ZsT7Tua,SP,18 a 24 anos,Homem,Branca,Superior,0,0
R_2wdhN7gz4ujmTrG,PR,45 a 59 anos,Mulher,Branca,Fundamental,1,0
R_3Gg4wOzOSmXAZke,RS,18 a 24 anos,Mulher,Branca,Superior,0,0
R_3lWCkxsePOvhzoN,PA,35 a 44 anos,Homem,Parda,Superior,0,0
R_331fncAWMAHAczm,PR,25 a 34 anos,Mulher,Branca,Superior,0,0
R_2Yb0OzSDONqTRHR,RS,45 a 59 anos,Mulher,Branca,Superior,0,0
R_XLj3p0237XGjeGl,SP,35 a 44 anos,Homem,Branca,Superior,0,0
R_cI6TYGH0kDkj6Lv,MG,45 a 59 anos,Mulher,Parda,Superior,0,0
R_1P5ED8vQxl9Jro5,SP,25 a 34 anos,Homem,Branca,Médio,0,1
R_AmSFiWXdquGtVXX,TO,25 a 34 anos,Homem,Preta,Superior,0,0
R_1FgMLZVyJJkl6ya,MG,35 a 44 anos,Mulher,Parda,Médio,1,0
R_2TZxtsudZYY4qzT,RJ,25 a 34 anos,Mulher,Branca,Superior,0,0
R_p5c65YxPC0y1ODf,MG,18 a 24 anos,Homem,Parda,Médio,1,1
R_Atl1hhOFOYtDtQZ,MG,45 a 59 anos,Homem,Branca,Médio,0,0
R_25LeBgX2NtFY1zi,BA,35 a 44 anos,Mulher,Branca,Superior,0,1
R_swfK3oEm0cQxB8B,PR,35 a 44 anos,Homem,Branca,Fundamental,1,1
R_10VsYeZxOLJEe0W,BA,35 a 44 anos,Mulher,Preta,Superior,0,0
R_1qggaKGD0frlQIH,SP,45 a 59 anos,Mulher,Branca,Médio,1,0
R_2D0MS8Kka2QfR6R,BA,35 a 44 anos,Mulher,Parda,Superior,1,0
R_SC3tce5swem84gh,SP,45 a 59 anos,Homem,Branca,Superior,0,0
R_2zXXOK3AkREv2dc,MS,18 a 24 anos,Mulher,Parda,Médio,0,0
R_2uy92LYeEMI9Kju,MG,35 a 44 anos,Homem,Branca,Médio,1,0
R_2SwsivZsO6AmZOc,MS,35 a 44 anos,Homem,Branca,Superior,0,0
R_2lxYizKZdf3RRFT,SP,45 a 59 anos,Homem,Branca,Superior,0,1
R_SAXTxCDXb1eiPpn,AL,35 a 44 anos,Homem,Parda,Fundamental,1,0
R_cVdiIqrn082kzsd,RN,25 a 34 anos,Mulher,Parda,Superior,0,1
R_tXt88samVhoFZgR,PR,25 a 34 anos,Homem,Parda,Superior,0,1
R_son7wvp5kU287IZ,RJ,25 a 34 anos,Homem,Branca,Superior,1,0
R_265VpEr1YyGpnVi,SP,45 a 59 anos,Homem,Parda,Superior,0,0
R_3fjxsGIw1fNyUia,RS,25 a 34 anos,Mulher,Branca,Superior,0,0
R_UK2GzAHVlgyZk4x,PR,45 a 59 anos,Mulher,Branca,Superior,0,0
R_1CJ9AyfyFKUj9kW,RS,25 a 34 anos,Mulher,Parda,Fundamental,1,0
R_0IgwVHV3gAfhZoR,BA,25 a 34 anos,Mulher,Parda,Médio,0,0
R_z2cehF5KKRQX10l,SP,18 a 24 anos,Mulher,Branca,Médio,1,0
R_3pb6gHBVobkLfOk,RN,25 a 34 anos,Mulher,Parda,Médio,1,0
R_3nfngoAh2R0vIrc,SP,45 a 59 anos,Mulher,Branca,Médio,0,1
R_C85zQy4YF8FMwU1,SP,60 anos ou mais,Mulher,Branca,Médio,1,0
R_3rUKH1WL7ySYr5W,BA,25 a 34 anos,Mulher,Parda,Fundamental,0,0
R_12eTci312CqZi6Z,RS,35 a 44 anos,Homem,Branca,Médio,1,0
R_3QGAxtiyjqu2MO7,RJ,45 a 59 anos,Homem,Branca,Superior,1,1
R_Pv9e32OEcSzacgN,MG,18 a 24 anos,Homem,Preta,Fundamental,1,0
R_2ykknAmQXB0RdPZ,PA,25 a 34 anos,Homem,Preta,Superior,0,0
R_DjEJw73gvxRZ8lz,MS,18 a 24 anos,Mulher,Parda,Médio,0,0
R_3HY1Q4yPs2LuLoR,RJ,45 a 59 anos,Mulher,Branca,Superior,0,1
R_2zIL9PtAVcDItPx,PB,25 a 34 anos,Mulher,Branca,Superior,0,0
R_1LSzXsOeJqSYslk,SP,25 a 34 anos,Mulher,Branca,Superior,1,1
R_vAXS9GzL9U4BDNf,SC,25 a 34 anos,Mulher,Branca,Médio,0,0
R_3kHON95fzT5qk2Y,RS,35 a 44 anos,Mulher,Branca,Superior,0,1
R_3oEIQ7e7fnBA6aL,SP,45 a 59 anos,Homem,Branca,Superior,0,0
R_1cUm5gAWwjuj9mB,CE,45 a 59 anos,Homem,Parda,Superior,1,0
R_1kXgMNcoT5SYGA9,GO,18 a 24 anos,Mulher,Outras,Médio,0,0
R_3KDgenZw5LGGW6e,SC,35 a 44 anos,Homem,Parda,Médio,1,1
R_3Oqyi1kwV3VlkPI,RJ,45 a 59 anos,Mulher,Branca,Superior,0,0
R_24pKPaQ7OIiUsas,SP,18 a 24 anos,Mulher,Preta,Médio,1,0
R_tGMKHETUSP7zZNn,PR,45 a 59 anos,Mulher,Branca,Superior,0,0
R_2rBFWPLA6fgI593,SP,25 a 34 anos,Homem,Parda,Superior,0,0
R_1P0mtWSkhZKAAFj,SP,45 a 59 anos,Mulher,Parda,Superior,1,0
R_bkFzzjj7lD5Hup3,SP,35 a 44 anos,Homem,Parda,Médio,0,0
R_VO1JCC9fqNsDsqZ,PR,35 a 44 anos,Homem,Branca,Superior,0,0
R_28NEmqyEUuNZPoC,SP,25 a 34 anos,Mulher,Branca,Médio,1,0
R_1CEBrwP5JKkDXek,SP,60 anos ou mais,Mulher,Branca,Fundamental,0,1
R_votGnZucLy0YuOJ,SP,35 a 44 anos,Mulher,Preta,Superior,0,0
R_2fEgipW5fwwZ9qN,RJ,35 a 44 anos,Homem,Branca,Médio,1,0
R_1CKCk2gdVTyPFoc,RJ,35 a 44 anos,Mulher,Branca,Superior,0,0
R_3PbmRQKEbLe4EWN,RJ,25 a 34 anos,Homem,Parda,Superior,0,0
R_3ErQyc0CzhRog5x,SC,35 a 44 anos,Mulher,Branca,Médio,0,1
R_3GkejZepW1AyPiI,SE,45 a 59 anos,Mulher,Parda,Médio,0,0
R_2BgoI9nhyvXXite,SP,45 a 59 anos,Mulher,Parda,Fundamental,1,0
R_1eJg8TifZLGtqgO,RS,25 a 34 anos,Homem,Branca,Superior,0,0
R_3kM0AS3Q8UFXIqs,MG,18 a 24 anos,Homem,Parda,Médio,0,0
R_1n146x0gF3LyfnN,SP,25 a 34 anos,Homem,Branca,Superior,0,0
R_1MMAg00sqMySYtb,SP,35 a 44 anos,Homem,Parda,Superior,1,1
R_22yHRFo0YdQGhIo,SP,35 a 44 anos,Mulher,Parda,Superior,0,0
R_3lYXbxQoIaV712L,SP,25 a 34 anos,Mulher,Branca,Médio,1,0
R_2abl8j85c2N597k,GO,25 a 34 anos,Homem,Branca,Superior,0,0
R_1K8SoUDOylSsfJZ,PA,25 a 34 anos,Homem,Parda,Superior,0,0
R_Xv5bJo8wd67LyCJ,SP,60 anos ou mais,Homem,Branca,Superior,0,1
R_2ZUH15z7f91ept0,SP,35 a 44 anos,Mulher,Branca,Superior,0,0
R_10UeWyKeqZxHPS5,BA,25 a 34 anos,Mulher,Preta,Superior,0,1
R_29aexRNUyBz6qMG,SP,45 a 59 anos,Mulher,Branca,Médio,0,0
R_sRK5IXT7B23VDAB,BA,45 a 59 anos,Homem,Parda,Superior,0,0
R_CjN1yZHfxeZ4Vbz,PE,35 a 44 anos,Mulher,Branca,Superior,0,0
R_vwCZxOqluysRIfT,AC,25 a 34 anos,Mulher,Branca,Fundamental,1,0
R_2at0DiaMznq2Go0,CE,25 a 34 anos,Mulher,Parda,Superior,1,1
R_2veSiswdeOzhUoz,RJ,45 a 59 anos,Mulher,Parda,Superior,1,0
R_eDJ2r4UHjxCrvKp,BA,45 a 59 anos,Mulher,Preta,Superior,0,0
R_3kptp53nq7lHZsc,SP,60 anos ou mais,Mulher,Branca,Superior,0,0
R_2c6NCmcJmvuBUfH,PR,45 a 59 anos,Homem,Branca,Superior,0,1
R_2SvH5J7N2NEDqSa,RS,60 anos ou mais,Mulher,Branca,Superior,0,1
R_b2EEP5Sk2rFlahj,RJ,35 a 44 anos,Mulher,Branca,Superior,1,1
R_1LnI2kf488pnSpi,RS,25 a 34 anos,Mulher,Branca,Superior,0,0
R_3g28MW16kvAudR3,TO,60 anos ou mais,Mulher,Parda,Superior,1,0
R_T0N7cYAo9Hg3IJ3,RJ,35 a 44 anos,Mulher,Parda,Superior,0,0
R_DITr8F7DroVuPId,PE,45 a 59 anos,Mulher,Parda,Superior,1,0
R_Us8VpQdqe4pyOpb,RS,45 a 59 anos,Mulher,Preta,Médio,0,0
R_7NGaFXp9DJCKnLj,RJ,35 a 44 anos,Mulher,Branca,Superior,1,1
R_30dvNEC9FbR5nYx,SC,45 a 59 anos,Mulher,Parda,Superior,0,0
R_RmB5UShrWiED01r,RN,45 a 59 anos,Homem,Branca,Superior,0,1
R_2uqfku0GdvjIYkO,ES,45 a 59 anos,Mulher,Branca,Fundamental,1,0
R_2aqr6QV4549LyW0,RS,25 a 34 anos,Mulher,Branca,Superior,0,0
R_CaglmUWy0NqzdrX,SP,45 a 59 anos,Mulher,Branca,Superior,0,1
R_1EYBq9eEstFCTrt,MT,25 a 34 anos,Mulher,Parda,Médio,1,0
